Year,Name,AcresBurned,Fire Size Rank,Cause,SOURCE_REPORTING_UNIT_NAME,DaysBurn,Discovery Month,Discovered DOY,Contained Month,Contained DOY,Latitude,Longitude,County,CountyIds,State,OWNER_DESCR
2017,Wall Fire,6033.0,G,NaN,,179,Jul,,Jan,9,39.45352,-121.41222,Butte,4,CA,NaN
2017,Jayne Fire,5738.0,G,NaN,,101,Apr,,Jan,9,36.07228,-120.26561,Fresno,10,CA,NaN
2017,Summit Complex,5247.0,G,NaN,,203,Jul,,Jan,9,38.329,-119.782,Stanislaus,50,CA,NaN
2017,Ruth Complex,4736.0,F,NaN,,210,Aug,,Jan,9,40.17598,-123.36882,Trinity,53,CA,NaN
2017,Minerva Fire,4310.0,F,NaN,,201,Jul,,Jan,9,39.9034,-120.9761,Plumas,32,CA,NaN
2017,Lilac Fire,4100.0,F,NaN,,332,Dec,,Jan,9,33.3237,-117.163,San Diego,37,CA,NaN
2017,Ponderosa Fire,4016.0,F,NaN,,1,Aug,,Aug,242,39.57701,-121.30209,Butte,4,CA,NaN
2017,Palmer Fire,3874.0,F,NaN,,236,Sep,,Jan,9,33.97471,-117.09984,Riverside,33,CA,NaN
2017,Young Fire,3142.0,F,NaN,,210,Aug,,Jan,9,41.853,-123.676,Siskiyou,47,CA,NaN
2017,Hawk Fire,2940.0,F,NaN,,179,Jul,,Jan,9,35.77896,-118.89627,Kern,15,CA,NaN
2017,Canyon Fire,2662.0,F,NaN,,181,Sep,,Mar,87,33.8668,-117.68598,Orange,30,CA,NaN
2017,Eureka Fire,2575.0,F,NaN,,239,Sep,,Jan,9,39.75312,-120.75485,Plumas,32,CA,NaN
2017,I-5 Fire,2312.0,F,NaN,,227,Aug,,Jan,9,36.05187,-120.05404,Kings,16,CA,NaN
2017,Indian Fire,2295.0,F,NaN,,205,Aug,,Jan,9,36.257,-118.296,Tulare,54,CA,NaN
2017,Roadrunner Fire,2289.0,F,NaN,,202,Jul,,Jan,9,36.0226,-118.94252,Tulare,54,CA,NaN
2017,Winters Fire,2269.0,F,NaN,,178,Jul,,Jan,9,38.49521,-122.0251,Yolo,57,CA,NaN
2017,Sulphur Fire (Mendocino Lake Complex),2207.0,F,NaN,,241,Oct,,Feb,40,39.01387,-122.64543,Lake,17,CA,NaN
2017,Gate Fire,2056.0,F,NaN,,131,May,,Jan,9,32.65597,-116.80527,San Diego,37,CA,NaN
2017,Adobe Fire (Central LNU Complex),1868.0,F,NaN,,273,Oct,,Jan,9,0.0,0.0,Sonoma,49,CA,NaN
2017,Parkfield Fire,1816.0,F,NaN,,180,Jul,,Jan,9,35.86949,-120.57894,Monterey,"27,40",CA,NaN
2017,Parkfield Fire,1816.0,F,NaN,,180,Jul,,Jan,9,35.86949,-120.57894,San Luis Obispo,"27,40",CA,NaN
2017,Wright Fire,1800.0,F,NaN,,123,May,,Jan,9,36.96655,-120.89261,Merced,24,CA,NaN
2017,Creek Fire,1749.0,F,NaN,,237,Sep,,Jan,9,38.12,-119.941,Stanislaus,50,CA,NaN
2017,37 Fire,1660.0,F,NaN,,273,Oct,,Jan,9,38.14242,-122.47301,Sonoma,49,CA,NaN
2017,Park Fire,1649.0,F,NaN,,189,Jul,,Jan,9,35.95911,-120.55579,Fresno,10,CA,NaN
2017,Quail Fire,1626.0,F,NaN,,178,Jul,,Jan,9,35.59904,-119.08312,Kern,15,CA,NaN
2017,Hill Fire,1598.0,F,NaN,,168,Jun,,Jan,9,35.4025,-120.4992,San Luis Obispo,40,CA,NaN
2017,Derrick Fire,1538.0,F,NaN,,174,Jul,,Jan,9,36.269125,-120.620791,Fresno,10,CA,NaN
2017,Highway Fire,1522.0,F,NaN,,160,Jun,,Jan,9,35.53456,-118.66733,Kern,15,CA,NaN
2017,Holcomb Fire,1503.0,F,NaN,,161,Jun,,Jan,9,34.2976,-116.826,San Bernardino,36,CA,NaN
2017,Oakwood Fire,1431.0,F,NaN,,152,Jun,,Jan,9,37.0825,-119.8011,Madera,20,CA,NaN
2017,Garden Fire,1350.0,F,NaN,,202,Jul,,Jan,9,35.543,-118.654,Kern,15,CA,NaN
2017,Opera Fire,1350.0,F,NaN,,111,Apr,,Jan,9,34.00566,-117.30693,Riverside,33,CA,NaN
2017,Caldwell Fire,1319.0,F,NaN,,235,Sep,,Jan,9,35.76,-118.406,Kern,15,CA,NaN
2017,Latrobe Fire,1286.0,F,NaN,,198,Jul,,Jan,9,38.5181,-121.104,Sacramento,34,CA,NaN
2017,Tarina Fire ,1200.0,F,NaN,,172,Jun,,Jan,9,35.38298,-118.80123,Kern,15,CA,NaN
2017,Buffalo Fire,1088.0,F,NaN,,281,Oct,,Jan,9,33.402411,-117.402445,San Diego,37,CA,NaN
2017,Hudson Fire,1083.0,F,NaN,,190,Jul,,Jan,9,34.94373,-119.44751,Kern,15,CA,NaN
2017,Blaine Fire,1044.0,F,NaN,,216,Aug,,Jan,9,33.98212,-117.30819,Riverside,33,CA,NaN
2017,Mission Fire,1035.0,F,NaN,,237,Sep,,Jan,9,37.21616,-119.48067,Madera,20,CA,NaN
2017,Chilcoot Fire,1020.0,F,NaN,,209,Aug,,Jan,9,39.75371,-120.1397,Plumas,32,CA,NaN
2017,Range Fire,1000.0,F,NaN,,136,May,,Jan,9,33.34988,-117.39818,San Diego,37,CA,NaN
2017,Berry Fire,995.0,E,NaN,,246,Sep,,Jan,9,40.98352,-121.81623,Shasta,45,CA,NaN
2017,El Dorado Fire,976.0,E,NaN,,109,Apr,,Jan,9,36.530836,-120.206592,Fresno,10,CA,NaN
2017,Grade Fire,900.0,E,NaN,,188,Jul,,Jan,9,39.30125,-123.28825,Mendocino,23,CA,NaN
2017,Beale Fire,867.0,E,NaN,,223,Aug,,Jan,9,39.1234,-121.32957,Yuba,58,CA,NaN
2017,Wildomar Fire,866.0,E,NaN,,290,Oct,,Jan,9,33.60247,-117.34192,Riverside,33,CA,NaN
2017,Poslin Fire,859.0,E,NaN,,209,Aug,,Jan,9,39.888,-120.066,Lassen,18,CA,NaN
2017,Lobo Fire (Wind Complex),821.0,E,NaN,,242,Oct,,Feb,40,39.24549,-121.12792,Nevada,29,CA,NaN
2017,Lake Fire,800.0,E,NaN,,159,Jun,,Jan,9,34.55607,-118.60703,Los Angeles,19,CA,NaN
2017,Yankee Fire,775.0,E,NaN,,214,Aug,,Jan,9,35.7908,-120.77485,San Luis Obispo,40,CA,NaN
2017,Placerita Fire,760.0,E,NaN,,167,Jun,,Jan,9,34.37443,-118.49343,Los Angeles,19,CA,NaN
2017,Farad Fire,747.0,E,NaN,,182,Jul,,Jan,9,39.439722,-120.027222,Sierra,46,CA,NaN
2017,Jacksonville Fire,690.0,E,NaN,,201,Jul,,Jan,9,37.905545,-120.408135,Tuolumne,55,CA,NaN
2017,Peak Fire,680.0,E,NaN,,237,Sep,,Jan,9,37.37397,-119.83556,Mariposa,22,CA,NaN
2017,Mart Fire,670.0,E,NaN,,169,Jun,,Jan,9,34.14575,-117.17813,San Bernardino,36,CA,NaN
2017,Ben Fire,630.0,E,NaN,,170,Jun,,Jan,9,37.3762,-119.9646,Mariposa,22,CA,NaN
2017,Battle Fire,562.0,E,NaN,,170,Jun,,Jan,9,41.85763,-121.29581,Modoc,25,CA,NaN
2017,Mias Fire,545.0,E,NaN,,217,Aug,,Jan,9,33.95036,-116.88066,Riverside,33,CA,NaN
2017,W-2 Fire,530.0,E,NaN,,209,Aug,,Jan,9,41.11989,-120.74968,Lassen,18,CA,NaN
2017,Ming Fire,506.0,E,NaN,,131,May,,Jan,9,35.4605,-118.85896,Kern,15,CA,NaN
2017,Deluz Fire,486.0,E,NaN,,130,May,,Jan,9,33.3906,-117.32348,San Diego,37,CA,NaN
2017,Fay Fire,469.0,E,NaN,,177,Jul,,Jan,9,41.3975,-122.8428,Siskiyou,47,CA,NaN
2017,Red Fire,460.0,E,NaN,,205,Aug,,Jan,9,35.40357,-120.28037,San Luis Obispo,40,CA,NaN
2017,Bridge Fire,460.0,E,NaN,,93,Jul,,Apr,102,34.09773,-117.10567,San Bernardino,36,CA,NaN
2017,Monterey Fire,450.0,E,NaN,,153,Jun,,Jan,9,36.616986,-120.369347,Fresno,10,CA,NaN
2017,Rucker Fire,444.0,E,NaN,,263,Sep,,Jan,9,34.67403,-120.4393,Santa Barbara,42,CA,NaN
2017,Eastman Fire,429.0,E,NaN,,252,Sep,,Jan,9,37.14624,-120.015509,Madera,20,CA,NaN
2017,Table Fire,426.0,E,NaN,,277,Oct,,Jan,9,38.848,-120.287,El Dorado,9,CA,NaN
2017,Skirball Fire,422.0,E,NaN,,317,Dec,,Jan,23,34.09454,-118.48178,Los Angeles,19,CA,NaN
2017,Elephant Fire,416.0,E,NaN,,192,Jul,,Jan,9,36.22265,-119.06598,Tulare,54,CA,NaN
2017,Dode Fire,410.0,E,NaN,,185,Jul,,Jan,9,41.72163,-121.30451,Modoc,25,CA,NaN
2017,Jennings Fire,400.0,E,NaN,,183,Jul,,Jan,9,32.84796,-116.85396,San Diego,37,CA,NaN
2017,Sonoma Fire,400.0,E,NaN,,121,May,,Jan,9,36.45491,-120.2445,Fresno,10,CA,NaN
2017,Pleasant Fire,392.0,E,NaN,,233,Aug,,Jan,9,39.34292,-121.12004,Nevada,29,CA,NaN
2017,Bear Fire,391.0,E,NaN,,280,Oct,,Jan,9,37.18356,-122.07012,Santa Cruz,44,CA,NaN
2017,West Fire,380.0,E,NaN,,84,Apr,,Jan,9,41.16716,-120.58342,Modoc,25,CA,NaN
2017,Chris Fire,370.0,E,NaN,,308,Nov,,Jan,9,38.46111,-119.48284,Mono,26,CA,NaN
2017,Willow Fire,370.0,E,NaN,,180,Jul,,Jan,9,38.02929,-122.25544,Contra Costa,7,CA,NaN
2017,Creek Fire,357.0,E,NaN,,165,Jun,,Jan,9,36.27306,-120.65185,Fresno,10,CA,NaN
2017,Stone Fire,340.0,E,NaN,,181,Jul,,Jan,9,35.42433,-120.47322,San Luis Obispo,40,CA,NaN
2017,Dinely Fire,339.0,E,NaN,,149,Jun,,Jan,9,36.45809,-118.87676,Tulare,54,CA,NaN
2017,Rose Fire,338.0,E,NaN,,213,Aug,,Jan,9,34.92907,-118.9267,Kern,15,CA,NaN
2017,Bryant Fire,325.0,E,NaN,,206,Aug,,Jan,9,34.08492,-117.03826,San Bernardino,36,CA,NaN
2017,Marble Fire,319.0,E,NaN,,191,Jul,,Jan,9,41.478,-123.506,Del Norte,8,CA,NaN
2017,Liberty Fire,300.0,E,NaN,,332,Dec,,Jan,9,33.59257,-117.14979,Riverside,33,CA,NaN
2017,Bravo Fire,288.0,D,NaN,,126,May,,Jan,9,35.41283,-118.84466,Kern,15,CA,NaN
2017,Little Mountain Fire,260.0,D,NaN,,330,Dec,,Jan,9,34.16564,-117.33334,San Bernardino,36,CA,NaN
2017,Lost Fire,255.0,D,NaN,,101,Jul,,Apr,102,33.34659,-116.66107,San Diego,37,CA,NaN
2017,Huasna Fire,245.0,D,NaN,,254,Sep,,Jan,9,35.12269,-120.39387,San Luis Obispo,40,CA,NaN
2017,Murphy Fire,237.0,D,NaN,,253,Sep,,Jan,9,36.24653,-120.31598,Fresno,10,CA,NaN
2017,Largo Fire,236.0,D,NaN,,202,Jul,,Jan,9,38.538332,-121.039267,El Dorado,9,CA,NaN
2017,Deer Complex,231.0,D,NaN,,180,Jul,,Jan,9,37.87808,-121.78677,Contra Costa,7,CA,NaN
2017,Spring Fire,225.0,D,NaN,,174,Jul,,Jan,9,37.4591,-119.921,Mariposa,22,CA,NaN
2017,Camp Fire,225.0,D,NaN,,129,May,,Jan,9,35.34541,-120.76464,San Luis Obispo,40,CA,NaN
2017,Arrow Fire,225.0,D,NaN,,126,May,,Jan,9,35.21177,-119.87525,San Luis Obispo,40,CA,NaN
2017,Bodfish Fire,206.0,D,NaN,,152,Jun,,Jan,9,35.59804,-118.47939,Kern,15,CA,NaN
2017,Eagle Fire,205.0,D,NaN,,176,Jul,,Jan,9,33.85323,-117.48195,Riverside,33,CA,NaN
2017,Skeleton Fire,200.0,D,NaN,,246,Sep,,Jan,9,39.44543,-122.85194,Lake,17,CA,NaN
2017,Range Fire,200.0,D,NaN,,225,Aug,,Jan,9,37.72543,-121.90516,Alameda,1,CA,NaN
2017,Eclipse Fire,200.0,D,NaN,,224,Aug,,Jan,9,32.65003,-116.42907,San Diego,37,CA,NaN
2017,Rose Fire,200.0,D,NaN,,203,Jul,,Jan,9,33.689092,-117.396404,Riverside,33,CA,NaN
2017,Tehama Fire,194.0,D,NaN,,290,Oct,,Jan,9,40.02261,-121.91425,Tehama,52,CA,NaN
2017,Wasioja Fire,190.0,D,NaN,,131,May,,Jan,9,34.9465,-119.8036,Santa Barbara,42,CA,NaN
2017,Toll Fire,186.0,D,NaN,,223,Aug,,Jan,9,39.9864,-120.89746,Plumas,32,CA,NaN
2017,Wild Fire,186.0,D,NaN,,153,Jun,,Jan,9,36.704679,-120.405077,Fresno,10,CA,NaN
2017,Rolling Fire,184.0,D,NaN,,195,Oct,,Apr,93,35.3091,-118.701,Kern,15,CA,NaN
2017,Quarry Fire,183.0,D,NaN,,276,Oct,,Jan,9,35.19008,-118.76152,Kern,15,CA,NaN
2017,Laverne Fire,180.0,D,NaN,,190,Jul,,Jan,9,40.47106,-122.43608,Shasta,45,CA,NaN
2017,High Fire,170.0,D,NaN,,195,Jul,,Jan,9,34.41204,-117.03031,San Bernardino,36,CA,NaN
2017,Hills Fire,168.0,D,NaN,,222,Aug,,Jan,9,33.87679,-117.00258,Riverside,33,CA,NaN
2017,Evans Fire,168.0,D,NaN,,161,Jun,,Jan,9,39.71101,-120.02325,Sierra,46,CA,NaN
2017,Honcut Fire,166.0,D,NaN,,182,Jul,,Jan,9,39.37192,-121.53865,Butte,4,CA,NaN
2017,Peg Fire,157.0,D,NaN,,229,Aug,,Jan,9,40.80968,-120.48641,Lassen,18,CA,NaN
2017,26 Fire,157.0,D,NaN,,149,Jun,,Jan,9,37.12759,-120.0193,Madera,20,CA,NaN
2017,Corral Fire,155.0,D,NaN,,167,Sep,,Apr,95,37.63358,-121.49925,Alameda,1,CA,NaN
2017,Hill Fire,155.0,D,NaN,,201,Jul,,Jan,9,41.9808,-121.9741,Siskiyou,47,CA,NaN
2017,Smiley Fire,153.0,D,NaN,,160,Jun,,Jan,9,33.98639,-117.21314,Riverside,33,CA,NaN
2017,Honey Fire,150.0,D,NaN,,273,Oct,,Jan,9,39.74679,-121.67261,Butte,4,CA,NaN
2017,Olive Fire,150.0,D,NaN,,196,Jul,,Jan,9,35.7751,-120.23656,San Luis Obispo,40,CA,NaN
2017,Lucy Fire,150.0,D,NaN,,156,Jun,,Jan,9,35.6871,-120.3187,San Luis Obispo,40,CA,NaN
2017,41 Fire,150.0,D,NaN,,128,May,,Jan,9,36.90967,-119.79315,Madera,20,CA,NaN
2017,Tower Fire,150.0,D,NaN,,111,Apr,,Jan,9,34.30104,-117.45646,San Bernardino,36,CA,NaN
2017,River Fire,148.0,D,NaN,,278,Oct,,Jan,9,40.46836,-123.51619,Trinity,53,CA,NaN
2017,Grape Fire,146.0,D,NaN,,253,Sep,,Jan,9,39.02482,-123.1362,Mendocino,23,CA,NaN
2017,Soda Fire,143.0,D,NaN,,262,Sep,,Jan,9,40.07613,-121.56858,Butte,4,CA,NaN
2017,Ranch Fire,140.0,D,NaN,,198,Jul,,Jan,9,38.559707,-120.70013,El Dorado,9,CA,NaN
2017,French Fire,136.0,D,NaN,,251,Sep,,Jan,9,38.5758,-120.915,El Dorado,9,CA,NaN
2017,Gorman Fire,135.0,D,NaN,,200,Jul,,Jan,9,34.792882,-118.851943,Los Angeles,19,CA,NaN
2017,King Fire,135.0,D,NaN,,155,Jun,,Jan,9,35.8556,-118.74542,Tulare,54,CA,NaN
2017,Skyway Fire,134.0,D,NaN,,158,Jun,,Jan,9,39.69717,-121.75417,Butte,4,CA,NaN
2017,Point Fire,130.0,D,NaN,,273,Oct,,Jan,9,38.40234,-120.52953,Calaveras,5,CA,NaN
2017,Border Fire,130.0,D,NaN,,235,Sep,,Jan,9,32.6001,-116.76997,San Diego,37,CA,NaN
2017,Olive Fire,130.0,D,NaN,,113,May,,Jan,9,35.78286,-120.22647,San Luis Obispo,40,CA,NaN
2017,Oak Fire,128.0,D,NaN,,173,Jul,,Jan,9,40.69554,-122.0122,Shasta,45,CA,NaN
2017,Tumey Fire,126.0,D,NaN,,110,Apr,,Jan,9,36.5355,-120.6585,Fresno,10,CA,NaN
2017,Coronado Fire,125.0,D,NaN,,216,Aug,,Jan,9,37.62823,-120.30046,Mariposa,22,CA,NaN
2017,Twist Fire,124.0,D,NaN,,202,Jul,,Jan,9,37.90014,-120.36005,Tuolumne,55,CA,NaN
2017,Stewart Fire,122.0,D,NaN,,207,Aug,,Jan,9,34.009026,-117.239099,Riverside,33,CA,NaN
2017,Margarita Fire,120.0,D,NaN,,237,Sep,,Jan,9,35.31886,-120.50886,San Luis Obispo,40,CA,NaN
2017,Lamb Fire,120.0,D,NaN,,136,May,,Jan,9,33.88287,-116.99651,Riverside,33,CA,NaN
2017,Maria Fire,117.0,D,NaN,,189,Jul,,Jan,9,38.29113,-120.62177,Calaveras,5,CA,NaN
2017,Fallon Fire,116.0,D,NaN,,281,Oct,,Jan,9,37.7393,-121.85663,Alameda,1,CA,NaN
2017,Canyon Fire,114.0,D,NaN,,214,Aug,,Jan,9,38.49336,-122.2483,Napa,28,CA,NaN
2017,Flat Fire,111.0,D,NaN,,229,Aug,,Jan,9,36.93332,-119.43376,Fresno,10,CA,NaN
2017,Lone Fire,111.0,D,NaN,,164,Jun,,Jan,9,39.38416,-121.5786,Butte,4,CA,NaN
2017,Poly Fire,105.0,D,NaN,,260,Sep,,Jan,9,35.3024,-120.65279,San Luis Obispo,40,CA,NaN
2017,Canyon Fire,105.0,D,NaN,,157,Jun,,Jan,9,33.950382,-116.884446,Riverside,33,CA,NaN
2017,Humboldt Fire,103.0,D,NaN,,98,Jul,,Apr,102,39.76243,-121.74121,Butte,4,CA,NaN
2017,Coalinga Fire,102.0,D,NaN,,233,Aug,,Jan,9,36.36113,-120.32685,Fresno,10,CA,NaN
2017,Lariat Fire,101.0,D,NaN,,183,Jul,,Jan,9,37.39801,-121.8179,Santa Clara,43,CA,NaN
2017,Church Fire,100.0,D,NaN,,285,Oct,,Jan,9,32.64962,-116.37345,San Diego,37,CA,NaN
2017,Oakmont Fire (Central LNU Complex),100.0,D,NaN,,192,Oct,,Apr,95,38.46123,-122.58152,Sonoma,49,CA,NaN
2017,Long Fire,100.0,D,NaN,,278,Oct,,Jan,9,39.0199,-122.57487,Lake,17,CA,NaN
2017,Timm Fire,100.0,D,NaN,,266,Oct,,Jan,9,38.43658,-121.97233,Solano,48,CA,NaN
2017,Bally Fire,100.0,D,NaN,,237,Sep,,Jan,9,36.99092,-121.59899,Santa Clara,43,CA,NaN
2017,Parkfield Fire,100.0,D,NaN,,237,Sep,,Jan,9,36.09486,-120.52189,Fresno,10,CA,NaN
2017,Tilton Fire,100.0,D,NaN,,214,Aug,,Jan,9,37.14653,-121.68165,Santa Clara,43,CA,NaN
2017,Mile Fire,100.0,D,NaN,,203,Jul,,Jan,9,34.19076,-117.26969,San Bernardino,36,CA,NaN
2017,Oak Fire,99.0,C,NaN,,324,Nov,,Jan,9,34.035344,-116.940661,San Bernardino,36,CA,NaN
2017,Reed Fire,92.0,C,NaN,,210,Aug,,Jan,9,33.57139,-116.8247,Riverside,33,CA,NaN
2017,Auberry Fire,91.0,C,NaN,,177,Jul,,Jan,9,36.95104,-119.65621,Fresno,10,CA,NaN
2017,Wilbur Fire,91.0,C,NaN,,148,Jun,,Jan,9,39.52499,-121.64897,Butte,4,CA,NaN
2017,Daulton Fire,90.0,C,NaN,,179,Jul,,Jan,9,37.09773,-120.02027,Madera,20,CA,NaN
2017,Ridge Fire,87.0,C,NaN,,270,Oct,,Jan,9,39.15016,-122.576,Lake,17,CA,NaN
2017,Vista Fire,86.0,C,NaN,,288,Oct,,Jan,9,34.34949,-119.30918,Ventura,56,CA,NaN
2017,Marlborough Fire,85.0,C,NaN,,234,Aug,,Jan,9,117.337331,34.015742,Riverside,33,CA,NaN
2017,Saw Fire,85.0,C,NaN,,206,Aug,,Jan,9,40.11794,-123.76099,Humboldt,12,CA,NaN
2017,Dollar Fire,85.0,C,NaN,,194,Jul,,Jan,9,34.20152,-117.14466,San Bernardino,36,CA,NaN
2017,Ranch Fire,85.0,C,NaN,,171,Jun,,Jan,9,37.3344,-121.71752,Santa Clara,43,CA,NaN
2017,Country Fire,82.0,C,NaN,,210,Aug,,Jan,9,35.86596,-120.64584,Monterey,27,CA,NaN
2017,Loma Fire,81.0,C,NaN,,277,Oct,,Jan,9,33.38613,-117.46709,San Diego,37,CA,NaN
2017,Holiday Fire,80.0,C,NaN,,353,Dec,,Jan,9,38.869036,-119.61865,El Dorado,9,CA,NaN
2017,Mills File,79.0,C,NaN,,237,Sep,,Jan,9,40.13278,-120.9204,Plumas,32,CA,NaN
2017,Fountain Fire ,79.0,C,NaN,,142,May,,Jan,9,35.89423,-119.00334,Tulare,54,CA,NaN
2017,Castro Fire,78.0,C,NaN,,195,Jul,,Jan,9,36.96607,-121.55552,Santa Clara,43,CA,NaN
2017,Spring Fire ,78.0,C,NaN,,146,Jun,,Jan,9,40.38944,-122.13088,Tehama,52,CA,NaN
2017,McCourtney Fire (Wind Complex),76.0,C,NaN,,242,Oct,,Feb,40,39.19325,-121.08406,Nevada,29,CA,NaN
2017,Tivy Fire,76.0,C,NaN,,153,Jun,,Jan,9,36.8005,-119.35901,Fresno,10,CA,NaN
2017,Linne Fire,74.0,C,NaN,,260,Sep,,Jan,9,35.5956,-120.56068,San Luis Obispo,40,CA,NaN
2017,Axel Fire,74.0,C,NaN,,180,Jul,,Jan,9,38.7803,-120.97111,El Dorado,9,CA,NaN
2017,Bryant Fire,74.0,C,NaN,,179,Jul,,Jan,9,34.07612,-117.06765,San Bernardino,36,CA,NaN
2017,Lynch Fire,73.0,C,NaN,,277,Oct,,Jan,9,35.78616,-120.96514,San Luis Obispo,40,CA,NaN
2017,Ellis Fire,72.0,C,NaN,,190,Jul,,Jan,9,33.75526,-117.25075,Riverside,33,CA,NaN
2017,Camatta Fire,70.0,C,NaN,,205,Aug,,Jan,9,35.4403,-120.2913,San Luis Obispo,40,CA,NaN
2017,Sand Fire,70.0,C,NaN,,189,Jul,,Jan,9,39.01224,-122.20127,Colusa,6,CA,NaN
2017,Felipe Fire,70.0,C,NaN,,182,Jul,,Jan,9,37.25014,-121.68562,Santa Clara,43,CA,NaN
2017,Manning Fire,70.0,C,NaN,,130,May,,Jan,9,36.60736,-120.5828,Fresno,10,CA,NaN
2017,Hill Fire,69.0,C,NaN,,230,Aug,,Jan,9,36.7279,-119.28241,Fresno,10,CA,NaN
2017,Clay Fire,68.0,C,NaN,,143,Jun,,Jan,9,38.33707,-121.11113,Sacramento,34,CA,NaN
2017,River Fire,67.0,C,NaN,,146,Jun,,Jan,9,40.03392,-120.1064,Lassen,18,CA,NaN
2017,Orange Fire,65.0,C,NaN,,163,Jun,,Jan,9,37.82934,-120.68992,Stanislaus,50,CA,NaN
2017,Placentia Fire,63.0,C,NaN,,200,Jul,,Jan,9,33.81976,-117.18552,Riverside,33,CA,NaN
2017,Westfall Fire,63.0,C,NaN,,157,Jun,,Jan,9,37.36914,-120.0088,Mariposa,22,CA,NaN
2017,Montezuma Fire,62.0,C,NaN,,229,Aug,,Jan,9,33.20988,-116.46989,San Diego,37,CA,NaN
2017,Bottle Fire,62.0,C,NaN,,211,Aug,,Jan,9,38.94599,-122.81135,Lake,17,CA,NaN
2017,Lake Fire,62.0,C,NaN,,180,Jul,,Jan,9,37.64898,-120.4925,Stanislaus,50,CA,NaN
2017,Bolla Fire,60.0,C,NaN,,160,Jun,,Jan,9,40.32063,-122.83208,Tehama,52,CA,NaN
2017,Fox Fire,59.0,C,NaN,,189,Jul,,Jan,9,36.18815,-118.78928,Tulare,54,CA,NaN
2017,Quail Fire,59.0,C,NaN,,184,Jul,,Jan,9,38.18303,-120.85322,Calaveras,5,CA,NaN
2017,Silver Fire,58.0,C,NaN,,275,Oct,,Jan,9,36.7528,-119.2288,Fresno,10,CA,NaN
2017,Slides Fire,58.0,C,NaN,,246,Sep,,Jan,9,39.42604,-123.03344,Lake,17,CA,NaN
2017,Hogback Fire,58.0,C,NaN,,190,Jul,,Jan,9,36.64404,-118.99944,Tulare,54,CA,NaN
2017,Tower Fire,58.0,C,NaN,,179,Jul,,Jan,9,35.346,-120.62825,San Luis Obispo,40,CA,NaN
2017,Live Fire,57.0,C,NaN,,200,Jul,,Jan,9,40.1583,-122.3209,Tehama,52,CA,NaN
2017,Freedom Fire,57.0,C,NaN,,176,Jul,,Jan,9,36.81476,-119.51592,Fresno,10,CA,NaN
2017,Bogus Fire,56.0,C,NaN,,160,Jun,,Jan,9,41.93006,-122.36545,Siskiyou,47,CA,NaN
2017,Estate Fire,55.0,C,NaN,,257,Sep,,Jan,9,38.4446,-122.0041,Solano,48,CA,NaN
2017,Owens Fire,55.0,C,NaN,,232,Aug,,Jan,9,41.99483,-121.90077,Siskiyou,47,CA,NaN
2017,Topanga Fire,55.0,C,NaN,,171,Jun,,Jan,9,34.03941,-118.58624,Los Angeles,19,CA,NaN
2017,Bradley Fire,54.0,C,NaN,,231,Aug,,Jan,9,41.222,-122.292,Siskiyou,47,CA,NaN
2017,Bradley Fire,54.0,C,NaN,,231,Aug,,Jan,9,41.222,-122.27499,Siskiyou,47,CA,NaN
2017,Quimby Fire,54.0,C,NaN,,163,Jun,,Jan,9,37.33454,-121.76323,Santa Clara,43,CA,NaN
2017,Weller Fire,51.0,C,NaN,,198,Jul,,Jan,9,37.44485,-121.84108,Santa Clara,43,CA,NaN
2017,Tank Fire,50.0,C,NaN,,290,Oct,,Jan,9,35.21556,-118.56578,Kern,15,CA,NaN
2017,Extension Fire,50.0,C,NaN,,287,Oct,,Jan,9,33.8826,-117.00589,Riverside,33,CA,NaN
2017,Wilson Fire,50.0,C,NaN,,281,Oct,,Jan,9,34.22551,-118.05545,Los Angeles,19,CA,NaN
2017,Skeggs Fire,50.0,C,NaN,,245,Sep,,Jan,9,37.41591,-122.3001,San Mateo,41,CA,NaN
2017,Calgary Fire,50.0,C,NaN,,208,Aug,,Jan,9,35.70639,-118.47307,Kern,15,CA,NaN
2017,Mesa Fire,50.0,C,NaN,,189,Jul,,Jan,9,34.72379,-120.13249,Santa Barbara,42,CA,NaN
2017,West Fire,50.0,C,NaN,,180,Jul,,Jan,9,39.06308,-121.303,Yuba,58,CA,NaN
2017,Grade Fire,50.0,C,NaN,,176,Jul,,Jan,9,34.20599,-118.98603,Ventura,56,CA,NaN
2017,Lago Fire,50.0,C,NaN,,175,Jul,,Jan,9,33.87739,-117.16215,Riverside,33,CA,NaN
2017,Douglas Fire,50.0,C,NaN,,155,Jun,,Jan,9,33.23281,-117.29509,San Diego,37,CA,NaN
2017,Power Fire,48.0,C,NaN,,254,Sep,,Jan,9,36.94652,-120.90462,Madera,20,CA,NaN
2017,Serenas Fire,48.0,C,NaN,,139,May,,Jan,9,33.58577,-116.07429,Riverside,33,CA,NaN
2017,Bitterwater Fire,47.0,C,NaN,,320,Nov,,Jan,9,36.38109,-121.00391,San Benito,35,CA,NaN
2017,Zenon Fire,47.0,C,NaN,,192,Jul,,Jan,9,35.06472,-120.5634,San Luis Obispo,40,CA,NaN
2017,Canyon Fire,46.0,C,NaN,,230,Aug,,Jan,9,33.6444,-117.3968,Riverside,33,CA,NaN
2017,Hidden Fire,46.0,C,NaN,,184,Jul,,Jan,9,34.149,-117.189,San Bernardino,36,CA,NaN
